,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
72,0.0107,https://api.spotify.com/v1/audio-analysis/7rwqkua9U2yWomm2hIPdOm,0.807,176066,0.59,7rwqkua9U2yWomm2hIPdOm,0.00033,5,0.0697,-7.918,0,0.0483,122.015,4,https://api.spotify.com/v1/tracks/7rwqkua9U2yWomm2hIPdOm,audio_features,spotify:track:7rwqkua9U2yWomm2hIPdOm,0.506
73,0.0293,https://api.spotify.com/v1/audio-analysis/1tazQE246AL1f4zlyq7Ufq,0.756,180496,0.904,1tazQE246AL1f4zlyq7Ufq,0.00481,8,0.0531,-7.462,1,0.0344,121.023,4,https://api.spotify.com/v1/tracks/1tazQE246AL1f4zlyq7Ufq,audio_features,spotify:track:1tazQE246AL1f4zlyq7Ufq,0.936
74,0.0694,https://api.spotify.com/v1/audio-analysis/5GT057VDRV3hpGaOZavj5j,0.892,354531,0.498,5GT057VDRV3hpGaOZavj5j,0.082,11,0.0824,-6.667,1,0.0495,119.996,4,https://api.spotify.com/v1/tracks/5GT057VDRV3hpGaOZavj5j,audio_features,spotify:track:5GT057VDRV3hpGaOZavj5j,0.521
75,0.00953,https://api.spotify.com/v1/audio-analysis/28sQs7bcUF7QpiHqgGGGxC,0.714,223058,0.78,28sQs7bcUF7QpiHqgGGGxC,0.00303,7,0.191,-6.201,1,0.0602,124.988,4,https://api.spotify.com/v1/tracks/28sQs7bcUF7QpiHqgGGGxC,audio_features,spotify:track:28sQs7bcUF7QpiHqgGGGxC,0.136
76,0.014,https://api.spotify.com/v1/audio-analysis/0iiANKskSkAW6KBejkKnLO,0.757,201720,0.857,0iiANKskSkAW6KBejkKnLO,0.00069,5,0.0909,-4.184,0,0.0417,124.996,4,https://api.spotify.com/v1/tracks/0iiANKskSkAW6KBejkKnLO,audio_features,spotify:track:0iiANKskSkAW6KBejkKnLO,0.359
77,0.0166,https://api.spotify.com/v1/audio-analysis/5oNRFoRgQl4Lir9fwvv6UP,0.912,343572,0.766,5oNRFoRgQl4Lir9fwvv6UP,0.815,8,0.614,-6.267,1,0.0823,126.011,4,https://api.spotify.com/v1/tracks/5oNRFoRgQl4Lir9fwvv6UP,audio_features,spotify:track:5oNRFoRgQl4Lir9fwvv6UP,0.295
78,0.151,https://api.spotify.com/v1/audio-analysis/0DkpVdfTxRFg9NqpfBotBK,0.645,180000,0.854,0DkpVdfTxRFg9NqpfBotBK,6.18e-05,8,0.691,-3.519,0,0.0984,123.016,4,https://api.spotify.com/v1/tracks/0DkpVdfTxRFg9NqpfBotBK,audio_features,spotify:track:0DkpVdfTxRFg9NqpfBotBK,0.395
79,0.113,https://api.spotify.com/v1/audio-analysis/7GGguiA9LkgFT3BZbzHjwQ,0.78,213402,0.417,7GGguiA9LkgFT3BZbzHjwQ,0.00227,2,0.37,-11.365,1,0.0363,120.042,4,https://api.spotify.com/v1/tracks/7GGguiA9LkgFT3BZbzHjwQ,audio_features,spotify:track:7GGguiA9LkgFT3BZbzHjwQ,0.283
80,0.0188,https://api.spotify.com/v1/audio-analysis/09cNGxfDQ5IaSavkR0xnVA,0.905,391935,0.503,09cNGxfDQ5IaSavkR0xnVA,0.784,4,0.048,-7.645,0,0.0543,123.997,4,https://api.spotify.com/v1/tracks/09cNGxfDQ5IaSavkR0xnVA,audio_features,spotify:track:09cNGxfDQ5IaSavkR0xnVA,0.613
81,0.00192,https://api.spotify.com/v1/audio-analysis/4Vj9SlwcprW2ZwEfdSf4Lh,0.78,390744,0.907,4Vj9SlwcprW2ZwEfdSf4Lh,0.072,5,0.312,-7.739,1,0.0369,120.993,4,https://api.spotify.com/v1/tracks/4Vj9SlwcprW2ZwEfdSf4Lh,audio_features,spotify:track:4Vj9SlwcprW2ZwEfdSf4Lh,0.618
82,0.00618,https://api.spotify.com/v1/audio-analysis/4nJLIvlIStgSwUjG0T0DJr,0.801,213000,0.574,4nJLIvlIStgSwUjG0T0DJr,0.000617,6,0.548,-8.326,0,0.0813,120.01,4,https://api.spotify.com/v1/tracks/4nJLIvlIStgSwUjG0T0DJr,audio_features,spotify:track:4nJLIvlIStgSwUjG0T0DJr,0.502
83,0.0516,https://api.spotify.com/v1/audio-analysis/4mIgMODzoKcvBnHeehLctZ,0.745,219855,0.704,4mIgMODzoKcvBnHeehLctZ,0.000683,8,0.153,-7.306,0,0.042,124.02,4,https://api.spotify.com/v1/tracks/4mIgMODzoKcvBnHeehLctZ,audio_features,spotify:track:4mIgMODzoKcvBnHeehLctZ,0.393
84,0.0378,https://api.spotify.com/v1/audio-analysis/0UmRX1KBNmbLvFdAsW8MmL,0.771,210372,0.891,0UmRX1KBNmbLvFdAsW8MmL,0.00891,1,0.682,-4.811,0,0.0881,121.01,4,https://api.spotify.com/v1/tracks/0UmRX1KBNmbLvFdAsW8MmL,audio_features,spotify:track:0UmRX1KBNmbLvFdAsW8MmL,0.544
85,0.187,https://api.spotify.com/v1/audio-analysis/5X1fF9lPpzQJdSxVpqMXcz,0.697,179573,0.657,5X1fF9lPpzQJdSxVpqMXcz,0.000153,7,0.162,-5.779,0,0.0418,101.965,4,https://api.spotify.com/v1/tracks/5X1fF9lPpzQJdSxVpqMXcz,audio_features,spotify:track:5X1fF9lPpzQJdSxVpqMXcz,0.418
86,0.171,https://api.spotify.com/v1/audio-analysis/3h3zELZYX9dwocUGaW1JiW,0.767,176538,0.873,3h3zELZYX9dwocUGaW1JiW,3.58e-05,8,0.808,-3.798,1,0.103,123.928,4,https://api.spotify.com/v1/tracks/3h3zELZYX9dwocUGaW1JiW,audio_features,spotify:track:3h3zELZYX9dwocUGaW1JiW,0.796
87,0.0455,https://api.spotify.com/v1/audio-analysis/2JQnNIOozo1CNoqdiY5Lhq,0.825,209898,0.729,2JQnNIOozo1CNoqdiY5Lhq,0.00162,6,0.131,-7.29,1,0.0456,119.998,4,https://api.spotify.com/v1/tracks/2JQnNIOozo1CNoqdiY5Lhq,audio_features,spotify:track:2JQnNIOozo1CNoqdiY5Lhq,0.326
88,0.0465,https://api.spotify.com/v1/audio-analysis/064bpLtaGuf0BPTJJaj74e,0.812,229388,0.661,064bpLtaGuf0BPTJJaj74e,1.2e-05,0,0.0974,-6.656,0,0.151,110.977,4,https://api.spotify.com/v1/tracks/064bpLtaGuf0BPTJJaj74e,audio_features,spotify:track:064bpLtaGuf0BPTJJaj74e,0.587
89,0.0183,https://api.spotify.com/v1/audio-analysis/01Qdz00tdaStKfGz3dmb34,0.734,445250,0.763,01Qdz00tdaStKfGz3dmb34,0.9,10,0.371,-5.212,0,0.0461,120.024,4,https://api.spotify.com/v1/tracks/01Qdz00tdaStKfGz3dmb34,audio_features,spotify:track:01Qdz00tdaStKfGz3dmb34,0.414
90,0.00518,https://api.spotify.com/v1/audio-analysis/122vZqxDr7xtRuNhZZPUda,0.718,148801,0.944,122vZqxDr7xtRuNhZZPUda,0.477,1,0.114,-5.041,1,0.0386,125.004,4,https://api.spotify.com/v1/tracks/122vZqxDr7xtRuNhZZPUda,audio_features,spotify:track:122vZqxDr7xtRuNhZZPUda,0.354
91,0.0128,https://api.spotify.com/v1/audio-analysis/5ttUT5XY3zPZjvAeJ5fXvV,0.665,212369,0.767,5ttUT5XY3zPZjvAeJ5fXvV,0.156,11,0.379,-6.242,0,0.0385,118.022,4,https://api.spotify.com/v1/tracks/5ttUT5XY3zPZjvAeJ5fXvV,audio_features,spotify:track:5ttUT5XY3zPZjvAeJ5fXvV,0.29
92,0.11,https://api.spotify.com/v1/audio-analysis/6hzQuQ1vwvC4sL2kRRyHmH,0.767,210041,0.712,6hzQuQ1vwvC4sL2kRRyHmH,0.198,4,0.179,-5.104,1,0.0516,121.982,4,https://api.spotify.com/v1/tracks/6hzQuQ1vwvC4sL2kRRyHmH,audio_features,spotify:track:6hzQuQ1vwvC4sL2kRRyHmH,0.715
93,0.0469,https://api.spotify.com/v1/audio-analysis/6nIzjOlcMmk7ITm7FVbLA5,0.638,215125,0.773,6nIzjOlcMmk7ITm7FVbLA5,0.000172,11,0.313,-5.849,0,0.0795,119.984,4,https://api.spotify.com/v1/tracks/6nIzjOlcMmk7ITm7FVbLA5,audio_features,spotify:track:6nIzjOlcMmk7ITm7FVbLA5,0.353
94,0.0283,https://api.spotify.com/v1/audio-analysis/2xLB3D7xOrlxoOXOM7fSEd,0.854,363074,0.894,2xLB3D7xOrlxoOXOM7fSEd,0.0634,1,0.0877,-4.714,0,0.0597,122.014,4,https://api.spotify.com/v1/tracks/2xLB3D7xOrlxoOXOM7fSEd,audio_features,spotify:track:2xLB3D7xOrlxoOXOM7fSEd,0.213
95,0.0135,https://api.spotify.com/v1/audio-analysis/2CSDmWGoKdW6ad2ZmkipRT,0.839,318967,0.747,2CSDmWGoKdW6ad2ZmkipRT,0.403,2,0.0925,-5.941,0,0.0569,121.007,4,https://api.spotify.com/v1/tracks/2CSDmWGoKdW6ad2ZmkipRT,audio_features,spotify:track:2CSDmWGoKdW6ad2ZmkipRT,0.88
96,0.00638,https://api.spotify.com/v1/audio-analysis/7I9LlrLGWxsEuN3IvZTGT6,0.863,231239,0.957,7I9LlrLGWxsEuN3IvZTGT6,0.124,8,0.159,-4.91,0,0.0646,122.018,4,https://api.spotify.com/v1/tracks/7I9LlrLGWxsEuN3IvZTGT6,audio_features,spotify:track:7I9LlrLGWxsEuN3IvZTGT6,0.899
97,0.0334,https://api.spotify.com/v1/audio-analysis/3i7md14oEEwvANtQXtTd2j,0.88,227293,0.797,3i7md14oEEwvANtQXtTd2j,0.0236,1,0.335,-5.21,0,0.0786,120.991,4,https://api.spotify.com/v1/tracks/3i7md14oEEwvANtQXtTd2j,audio_features,spotify:track:3i7md14oEEwvANtQXtTd2j,0.761
98,0.18,https://api.spotify.com/v1/audio-analysis/08VgrfLysX34iY5D7DZQnw,0.756,178506,0.593,08VgrfLysX34iY5D7DZQnw,5.21e-06,11,0.278,-6.461,0,0.0904,105.021,4,https://api.spotify.com/v1/tracks/08VgrfLysX34iY5D7DZQnw,audio_features,spotify:track:08VgrfLysX34iY5D7DZQnw,0.517
99,0.0807,https://api.spotify.com/v1/audio-analysis/6AAw43DJbIysnD0DwVurGd,0.874,184068,0.728,6AAw43DJbIysnD0DwVurGd,0.105,0,0.559,-4.921,0,0.039,118.009,4,https://api.spotify.com/v1/tracks/6AAw43DJbIysnD0DwVurGd,audio_features,spotify:track:6AAw43DJbIysnD0DwVurGd,0.157
100,0.0844,https://api.spotify.com/v1/audio-analysis/1UIUOVUjP05FNIABL61bCk,0.722,197954,0.827,1UIUOVUjP05FNIABL61bCk,9.14e-05,1,0.0654,-6.501,0,0.0659,121.896,4,https://api.spotify.com/v1/tracks/1UIUOVUjP05FNIABL61bCk,audio_features,spotify:track:1UIUOVUjP05FNIABL61bCk,0.346
101,0.0485,https://api.spotify.com/v1/audio-analysis/4S9VoPxYhaYpRDbsycXNi7,0.78,213333,0.811,4S9VoPxYhaYpRDbsycXNi7,3.74e-06,2,0.0979,-4.183,0,0.0879,108.01,4,https://api.spotify.com/v1/tracks/4S9VoPxYhaYpRDbsycXNi7,audio_features,spotify:track:4S9VoPxYhaYpRDbsycXNi7,0.696
102,0.0481,https://api.spotify.com/v1/audio-analysis/524bH4npqu1MTWoezFyhjA,0.677,182421,0.824,524bH4npqu1MTWoezFyhjA,1.55e-05,5,0.204,-7.018,0,0.0633,125.021,4,https://api.spotify.com/v1/tracks/524bH4npqu1MTWoezFyhjA,audio_features,spotify:track:524bH4npqu1MTWoezFyhjA,0.278
103,0.00532,https://api.spotify.com/v1/audio-analysis/5ctXZyWLbYyUSpPOdlKTlj,0.716,182126,0.729,5ctXZyWLbYyUSpPOdlKTlj,0.000597,6,0.313,-5.726,0,0.0375,124.003,4,https://api.spotify.com/v1/tracks/5ctXZyWLbYyUSpPOdlKTlj,audio_features,spotify:track:5ctXZyWLbYyUSpPOdlKTlj,0.498
104,0.00118,https://api.spotify.com/v1/audio-analysis/04DeiU0nBpLJpp1i6dxtNy,0.772,318680,0.589,04DeiU0nBpLJpp1i6dxtNy,0.0516,5,0.0792,-10.953,1,0.0408,123.019,4,https://api.spotify.com/v1/tracks/04DeiU0nBpLJpp1i6dxtNy,audio_features,spotify:track:04DeiU0nBpLJpp1i6dxtNy,0.583
105,0.25,https://api.spotify.com/v1/audio-analysis/5pzAsNs6JC3TcKQYRhH8m0,0.967,402171,0.43,5pzAsNs6JC3TcKQYRhH8m0,0.346,5,0.107,-10.533,0,0.128,115.99,4,https://api.spotify.com/v1/tracks/5pzAsNs6JC3TcKQYRhH8m0,audio_features,spotify:track:5pzAsNs6JC3TcKQYRhH8m0,0.317
106,0.000293,https://api.spotify.com/v1/audio-analysis/1obZow51bH3TjvctadvJfp,0.737,251720,0.625,1obZow51bH3TjvctadvJfp,0.138,11,0.0673,-7.03,1,0.0304,124.957,4,https://api.spotify.com/v1/tracks/1obZow51bH3TjvctadvJfp,audio_features,spotify:track:1obZow51bH3TjvctadvJfp,0.242
107,0.596,https://api.spotify.com/v1/audio-analysis/5FGDuZ0HbMeDnCfqcQB92v,0.656,249846,0.652,5FGDuZ0HbMeDnCfqcQB92v,0.201,11,0.111,-6.201,1,0.148,123.968,4,https://api.spotify.com/v1/tracks/5FGDuZ0HbMeDnCfqcQB92v,audio_features,spotify:track:5FGDuZ0HbMeDnCfqcQB92v,0.301
108,0.00363,https://api.spotify.com/v1/audio-analysis/0JshnWfAOhnJiob29TL7XO,0.764,181663,0.673,0JshnWfAOhnJiob29TL7XO,0.0119,7,0.211,-7.844,1,0.0386,121.014,4,https://api.spotify.com/v1/tracks/0JshnWfAOhnJiob29TL7XO,audio_features,spotify:track:0JshnWfAOhnJiob29TL7XO,0.41
109,0.00104,https://api.spotify.com/v1/audio-analysis/3xFupwimNX0b7WKDIhODfF,0.765,403640,0.658,3xFupwimNX0b7WKDIhODfF,0.0165,1,0.0771,-6.336,1,0.0386,123.02,4,https://api.spotify.com/v1/tracks/3xFupwimNX0b7WKDIhODfF,audio_features,spotify:track:3xFupwimNX0b7WKDIhODfF,0.465
110,0.108,https://api.spotify.com/v1/audio-analysis/0ktpK3vSummhrGqNrefnDn,0.825,376001,0.682,0ktpK3vSummhrGqNrefnDn,0.192,7,0.159,-6.658,0,0.0436,119.99,4,https://api.spotify.com/v1/tracks/0ktpK3vSummhrGqNrefnDn,audio_features,spotify:track:0ktpK3vSummhrGqNrefnDn,0.476
111,0.025,https://api.spotify.com/v1/audio-analysis/5KO0merxJoSNPNU5BopynS,0.731,367012,0.664,5KO0merxJoSNPNU5BopynS,0.194,0,0.209,-7.784,1,0.0299,122.982,4,https://api.spotify.com/v1/tracks/5KO0merxJoSNPNU5BopynS,audio_features,spotify:track:5KO0merxJoSNPNU5BopynS,0.19
112,0.0546,https://api.spotify.com/v1/audio-analysis/5cCzMYaaXT9Xcjlgqniiei,0.815,238570,0.689,5cCzMYaaXT9Xcjlgqniiei,0.035,4,0.0815,-7.38,0,0.0429,124.984,4,https://api.spotify.com/v1/tracks/5cCzMYaaXT9Xcjlgqniiei,audio_features,spotify:track:5cCzMYaaXT9Xcjlgqniiei,0.462
113,0.0369,https://api.spotify.com/v1/audio-analysis/0SwhzJyFmTn8maDafu5AXC,0.802,202810,0.699,0SwhzJyFmTn8maDafu5AXC,0.00329,7,0.0604,-3.998,1,0.0421,121.037,4,https://api.spotify.com/v1/tracks/0SwhzJyFmTn8maDafu5AXC,audio_features,spotify:track:0SwhzJyFmTn8maDafu5AXC,0.593
114,0.00074,https://api.spotify.com/v1/audio-analysis/0gXD0MIkB3ZEyhA3GTQRMH,0.801,365533,0.838,0gXD0MIkB3ZEyhA3GTQRMH,0.423,2,0.113,-4.868,1,0.0605,121.987,4,https://api.spotify.com/v1/tracks/0gXD0MIkB3ZEyhA3GTQRMH,audio_features,spotify:track:0gXD0MIkB3ZEyhA3GTQRMH,0.656
115,0.00199,https://api.spotify.com/v1/audio-analysis/4UoTmeUXPtqxE4VMu5lFmE,0.844,327895,0.778,4UoTmeUXPtqxE4VMu5lFmE,0.81,1,0.153,-6.716,1,0.0415,123.007,4,https://api.spotify.com/v1/tracks/4UoTmeUXPtqxE4VMu5lFmE,audio_features,spotify:track:4UoTmeUXPtqxE4VMu5lFmE,0.963
116,0.0281,https://api.spotify.com/v1/audio-analysis/6LItoaBQSFuQ6sVBdgzvta,0.696,159896,0.798,6LItoaBQSFuQ6sVBdgzvta,0.00119,8,0.118,-5.011,1,0.0345,124.023,4,https://api.spotify.com/v1/tracks/6LItoaBQSFuQ6sVBdgzvta,audio_features,spotify:track:6LItoaBQSFuQ6sVBdgzvta,0.388
117,0.004,https://api.spotify.com/v1/audio-analysis/1KAK1J8QkPaEzht23jMYbY,0.782,321639,0.665,1KAK1J8QkPaEzht23jMYbY,0.0631,6,0.34,-7.801,0,0.0558,121.989,4,https://api.spotify.com/v1/tracks/1KAK1J8QkPaEzht23jMYbY,audio_features,spotify:track:1KAK1J8QkPaEzht23jMYbY,0.113
118,0.0144,https://api.spotify.com/v1/audio-analysis/323PAa8LYDzU0DwGIZ1S83,0.808,208525,0.852,323PAa8LYDzU0DwGIZ1S83,0.0235,6,0.103,-3.587,1,0.0333,122.037,4,https://api.spotify.com/v1/tracks/323PAa8LYDzU0DwGIZ1S83,audio_features,spotify:track:323PAa8LYDzU0DwGIZ1S83,0.712
119,0.0162,https://api.spotify.com/v1/audio-analysis/4J7iWMS5Bq9kw5t5kxop4D,0.532,238920,0.922,4J7iWMS5Bq9kw5t5kxop4D,0.0438,0,0.382,-4.468,1,0.0532,121.998,4,https://api.spotify.com/v1/tracks/4J7iWMS5Bq9kw5t5kxop4D,audio_features,spotify:track:4J7iWMS5Bq9kw5t5kxop4D,0.357
120,0.000822,https://api.spotify.com/v1/audio-analysis/0T8jGdIYO9AkP9JI1RibPS,0.791,275253,0.7,0T8jGdIYO9AkP9JI1RibPS,0.648,0,0.325,-5.876,1,0.0425,120.014,4,https://api.spotify.com/v1/tracks/0T8jGdIYO9AkP9JI1RibPS,audio_features,spotify:track:0T8jGdIYO9AkP9JI1RibPS,0.424
121,0.024,https://api.spotify.com/v1/audio-analysis/5S4kNHs9ZX0bu2iywKxVCM,0.79,483073,0.591,5S4kNHs9ZX0bu2iywKxVCM,0.0596,9,0.0514,-7.736,1,0.0341,120.997,4,https://api.spotify.com/v1/tracks/5S4kNHs9ZX0bu2iywKxVCM,audio_features,spotify:track:5S4kNHs9ZX0bu2iywKxVCM,0.745
122,0.0345,https://api.spotify.com/v1/audio-analysis/6AULbho0NXMnsaQDCEgUAR,0.818,222439,0.735,6AULbho0NXMnsaQDCEgUAR,0.379,3,0.146,-4.662,1,0.0357,122.979,4,https://api.spotify.com/v1/tracks/6AULbho0NXMnsaQDCEgUAR,audio_features,spotify:track:6AULbho0NXMnsaQDCEgUAR,0.256
123,0.0636,https://api.spotify.com/v1/audio-analysis/3rDzRHL3BcgaOc3swm9fsw,0.863,284160,0.625,3rDzRHL3BcgaOc3swm9fsw,0.0583,0,0.0749,-7.583,0,0.053,125.005,4,https://api.spotify.com/v1/tracks/3rDzRHL3BcgaOc3swm9fsw,audio_features,spotify:track:3rDzRHL3BcgaOc3swm9fsw,0.463
124,0.0392,https://api.spotify.com/v1/audio-analysis/1RjF2S3xJNWx75ipEpgPUd,0.808,369267,0.552,1RjF2S3xJNWx75ipEpgPUd,0.157,0,0.625,-5.219,1,0.053,121.996,4,https://api.spotify.com/v1/tracks/1RjF2S3xJNWx75ipEpgPUd,audio_features,spotify:track:1RjF2S3xJNWx75ipEpgPUd,0.602
125,0.00235,https://api.spotify.com/v1/audio-analysis/0S4y4jENDorHghzLEO9eIb,0.801,326609,0.9,0S4y4jENDorHghzLEO9eIb,0.5,8,0.131,-4.974,1,0.0498,120.018,4,https://api.spotify.com/v1/tracks/0S4y4jENDorHghzLEO9eIb,audio_features,spotify:track:0S4y4jENDorHghzLEO9eIb,0.961
126,0.0187,https://api.spotify.com/v1/audio-analysis/6ucgUB16P3fiaNEngA9fAA,0.647,195000,0.827,6ucgUB16P3fiaNEngA9fAA,1.15e-05,7,0.0949,-5.951,0,0.0528,123.954,4,https://api.spotify.com/v1/tracks/6ucgUB16P3fiaNEngA9fAA,audio_features,spotify:track:6ucgUB16P3fiaNEngA9fAA,0.216
127,0.0276,https://api.spotify.com/v1/audio-analysis/0MHIBlj8aczQEyrYDb8w5E,0.81,187504,0.883,0MHIBlj8aczQEyrYDb8w5E,0.00239,8,0.201,-3.695,0,0.139,120.008,4,https://api.spotify.com/v1/tracks/0MHIBlj8aczQEyrYDb8w5E,audio_features,spotify:track:0MHIBlj8aczQEyrYDb8w5E,0.901
128,0.0992,https://api.spotify.com/v1/audio-analysis/72xvRETEsd5hS1RfduciRi,0.681,162425,0.774,72xvRETEsd5hS1RfduciRi,0.0,1,0.35,-3.167,0,0.0787,102.924,4,https://api.spotify.com/v1/tracks/72xvRETEsd5hS1RfduciRi,audio_features,spotify:track:72xvRETEsd5hS1RfduciRi,0.267
129,0.0335,https://api.spotify.com/v1/audio-analysis/7LL5EGwCJlFdOfBH4NuZqa,0.445,174000,0.76,7LL5EGwCJlFdOfBH4NuZqa,0.0158,11,0.644,-5.625,0,0.0473,80.069,4,https://api.spotify.com/v1/tracks/7LL5EGwCJlFdOfBH4NuZqa,audio_features,spotify:track:7LL5EGwCJlFdOfBH4NuZqa,0.583
130,0.0381,https://api.spotify.com/v1/audio-analysis/49gYGGgPYCzMRJEw7ZrvHm,0.792,257776,0.799,49gYGGgPYCzMRJEw7ZrvHm,0.00853,0,0.102,-5.76,1,0.0567,122.02,4,https://api.spotify.com/v1/tracks/49gYGGgPYCzMRJEw7ZrvHm,audio_features,spotify:track:49gYGGgPYCzMRJEw7ZrvHm,0.171
131,0.00237,https://api.spotify.com/v1/audio-analysis/5QK0hmZk0ZPzoFvB2CSJKT,0.828,273720,0.582,5QK0hmZk0ZPzoFvB2CSJKT,0.772,0,0.195,-11.203,1,0.053,120.995,4,https://api.spotify.com/v1/tracks/5QK0hmZk0ZPzoFvB2CSJKT,audio_features,spotify:track:5QK0hmZk0ZPzoFvB2CSJKT,0.449
132,0.0828,https://api.spotify.com/v1/audio-analysis/0nPj7f507HUBm8BCBbv8on,0.709,236853,0.68,0nPj7f507HUBm8BCBbv8on,0.0189,11,0.327,-7.264,0,0.0383,120.034,4,https://api.spotify.com/v1/tracks/0nPj7f507HUBm8BCBbv8on,audio_features,spotify:track:0nPj7f507HUBm8BCBbv8on,0.333
133,0.0412,https://api.spotify.com/v1/audio-analysis/4DYEianLmYunftMXXnaPgb,0.625,175161,0.757,4DYEianLmYunftMXXnaPgb,0.000325,5,0.228,-5.213,0,0.0363,124.097,4,https://api.spotify.com/v1/tracks/4DYEianLmYunftMXXnaPgb,audio_features,spotify:track:4DYEianLmYunftMXXnaPgb,0.306
134,0.0225,https://api.spotify.com/v1/audio-analysis/2CPqh63wRVscbceKcPxwvv,0.632,183414,0.575,2CPqh63wRVscbceKcPxwvv,1.81e-06,5,0.104,-6.478,1,0.029,90.037,4,https://api.spotify.com/v1/tracks/2CPqh63wRVscbceKcPxwvv,audio_features,spotify:track:2CPqh63wRVscbceKcPxwvv,0.188
135,0.0281,https://api.spotify.com/v1/audio-analysis/2RF0iNVFJahuuNxovRQNam,0.898,334549,0.862,2RF0iNVFJahuuNxovRQNam,0.0311,8,0.0705,-5.975,1,0.104,122.001,4,https://api.spotify.com/v1/tracks/2RF0iNVFJahuuNxovRQNam,audio_features,spotify:track:2RF0iNVFJahuuNxovRQNam,0.562
136,0.00128,https://api.spotify.com/v1/audio-analysis/5ZTPowK41qACT8FFuorbXW,0.81,210066,0.781,5ZTPowK41qACT8FFuorbXW,0.524,1,0.085,-8.26,1,0.0502,116.012,4,https://api.spotify.com/v1/tracks/5ZTPowK41qACT8FFuorbXW,audio_features,spotify:track:5ZTPowK41qACT8FFuorbXW,0.865
137,0.00779,https://api.spotify.com/v1/audio-analysis/3ryRNjPexmnvr8AkjDspwf,0.728,219331,0.759,3ryRNjPexmnvr8AkjDspwf,0.277,8,0.268,-3.878,1,0.0361,124.991,4,https://api.spotify.com/v1/tracks/3ryRNjPexmnvr8AkjDspwf,audio_features,spotify:track:3ryRNjPexmnvr8AkjDspwf,0.665
138,0.000395,https://api.spotify.com/v1/audio-analysis/1sfmIZRBmY5yq5wRQs987T,0.674,208138,0.647,1sfmIZRBmY5yq5wRQs987T,0.00203,5,0.0696,-6.105,1,0.0474,124.048,4,https://api.spotify.com/v1/tracks/1sfmIZRBmY5yq5wRQs987T,audio_features,spotify:track:1sfmIZRBmY5yq5wRQs987T,0.287
139,0.45,https://api.spotify.com/v1/audio-analysis/0C7uwMYdPh0rqblgurxv3o,0.744,168803,0.522,0C7uwMYdPh0rqblgurxv3o,0.0,5,0.277,-9.147,1,0.0684,104.922,4,https://api.spotify.com/v1/tracks/0C7uwMYdPh0rqblgurxv3o,audio_features,spotify:track:0C7uwMYdPh0rqblgurxv3o,0.499
140,0.0197,https://api.spotify.com/v1/audio-analysis/7qBNJBQJJjQjYFZlP3IPhK,0.811,260160,0.51,7qBNJBQJJjQjYFZlP3IPhK,0.072,9,0.054,-6.474,0,0.0424,125.035,4,https://api.spotify.com/v1/tracks/7qBNJBQJJjQjYFZlP3IPhK,audio_features,spotify:track:7qBNJBQJJjQjYFZlP3IPhK,0.641
141,0.229,https://api.spotify.com/v1/audio-analysis/5u50uLZDHGVtmonSOBZN3W,0.671,188314,0.78,5u50uLZDHGVtmonSOBZN3W,0.137,11,0.0934,-6.549,0,0.0296,119.967,4,https://api.spotify.com/v1/tracks/5u50uLZDHGVtmonSOBZN3W,audio_features,spotify:track:5u50uLZDHGVtmonSOBZN3W,0.311
142,0.0341,https://api.spotify.com/v1/audio-analysis/4e6qiKhYAXQeW2i0BB0n2B,0.844,278710,0.569,4e6qiKhYAXQeW2i0BB0n2B,0.00156,2,0.0652,-5.404,0,0.0802,124.006,4,https://api.spotify.com/v1/tracks/4e6qiKhYAXQeW2i0BB0n2B,audio_features,spotify:track:4e6qiKhYAXQeW2i0BB0n2B,0.717
143,0.219,https://api.spotify.com/v1/audio-analysis/3AoDZfLXpdT7FEbLR5ak1C,0.678,209764,0.81,3AoDZfLXpdT7FEbLR5ak1C,0.151,5,0.0889,-7.433,0,0.0431,127.067,4,https://api.spotify.com/v1/tracks/3AoDZfLXpdT7FEbLR5ak1C,audio_features,spotify:track:3AoDZfLXpdT7FEbLR5ak1C,0.662
144,0.0852,https://api.spotify.com/v1/audio-analysis/7hCuhmbiPXgmptJakUnYpy,0.628,244762,0.617,7hCuhmbiPXgmptJakUnYpy,0.0637,8,0.0793,-5.444,1,0.032,126.001,4,https://api.spotify.com/v1/tracks/7hCuhmbiPXgmptJakUnYpy,audio_features,spotify:track:7hCuhmbiPXgmptJakUnYpy,0.49
145,0.00872,https://api.spotify.com/v1/audio-analysis/4fPWcNqMQprgYIpc7HKXJN,0.559,203081,0.753,4fPWcNqMQprgYIpc7HKXJN,0.000515,7,0.316,-4.47,1,0.06,125.971,4,https://api.spotify.com/v1/tracks/4fPWcNqMQprgYIpc7HKXJN,audio_features,spotify:track:4fPWcNqMQprgYIpc7HKXJN,0.349
146,0.0144,https://api.spotify.com/v1/audio-analysis/5E6dbwD4F55zeAGSoG5sRG,0.651,396000,0.879,5E6dbwD4F55zeAGSoG5sRG,0.206,1,0.203,-6.36,1,0.0331,126.023,4,https://api.spotify.com/v1/tracks/5E6dbwD4F55zeAGSoG5sRG,audio_features,spotify:track:5E6dbwD4F55zeAGSoG5sRG,0.179
